STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
41,1,950100,1400000US41001950100,41001950100,9501,Baker,OR,Oregon,"Census Tract 9501, Baker County, Oregon",2692,215,1122,1.5984,0.6675,0.7984,0.3537,0,0.0328,0.0005,0.0101,0.0434,0.0065,0,0.283,0,0,0,0.9961,1.2791,0.6802,0.5209,0.3151,0.8619,1.6979,0.6135,0.2741,0.2084,0,0.4825,0.1577,0.4823,0.4823,0.4823,3.9852,0.1083,0.1891,0.1891,0.1891,0.617,0.4486,0.6061,0.3086,0.2978,0.8187,0.7671,3.8639,0.5837,0.9453,0.2458,0.9449,0.3205,2.4565,0.8418,0.9529,0.5527,1.5056,0.8809,8.0151,0.6901,1,1,1,0,1,4,0.8,0,5.9,0.02,14.86,0,0.04,0,0,0,0.17,74.14,45.18,4.94,1.59,3.96,0,45.02,9.3,36.0832,8.8,5.7,21.2,20.7185,14.1,25.6,28.3,18.2,23.6,0.5,30.3,0.4,37.8,11.5,9.3,15.4,14.8,0.7959,0.8594,0.9447,0.8503,0.6567
41,1,950200,1400000US41001950200,41001950200,9502,Baker,OR,Oregon,"Census Tract 9502, Baker County, Oregon",3283,310,3954,1.127,0.4283,0.727,0.2992,0,0.0534,0.0462,0.0272,0.1268,0.0206,0,0.5038,0,0,0,0,0.5038,0.3253,0.7274,0.6287,0.3734,1.7295,0.6376,0.4937,0.1803,0,0.674,0.2602,0.1886,0.1886,0.1886,3.2227,0.0347,0.1425,0.1425,0.1425,0.7531,0.391,0.9478,0.5064,0.6507,0.584,0.7671,4.6001,0.7331,0.7859,0.6384,0.9379,0.2881,2.6503,0.9253,0.6391,0,0.6391,0.3647,8.032,0.6923,0,1,1,0,0,2,0.4,0,6.31,0.1,16.73,0,15.13,0,0,0,0,15.33,72.13,11.39,33.98,0.58,0,5.6,7.1,44.8181,7.7,13.8,32,31.3814,8.4,25.6,20.9,24,23.1,0.4,2.7,0,32.7,11,8.6,14.9,12.1,0.5477,0.7919,0.8908,0.6563,0.6058
41,1,950300,1400000US41001950300,41001950300,9503,Baker,OR,Oregon,"Census Tract 9503, Baker County, Oregon",2521,205,1375,1.7945,0.7475,0.7945,0.3505,0,0.095,0.0125,0.0285,0.136,0.022,0,0.2993,0,0,0,0,0.2993,0.2256,0.7464,0.4643,0.6357,1.8464,0.7182,0.3575,0.2668,0,0.6243,0.2301,0.4132,0.4132,0.4132,3.3192,0.0409,0.1094,0.1094,0.1094,0.7679,0.735,0.7397,0.6159,0.5577,0.3861,0.7391,4.5414,0.7218,0.8592,0.5761,0.9774,0,2.4127,0.8176,0.8422,0.5527,1.3949,0.8217,8.4584,0.7536,1,1,1,1,1,5,1,0,6.76,0.05,16.84,0,0.28,0,0,0,0,11.88,58.47,7.44,12.11,11.75,0,34.75,5.7,45.8976,16.6,7.2,39.6,28.0249,5.5,24.4,23,23.1,27.1,0,14.3,0.4,37.5,12.1,8.9,16.9,14.7,0.7849,0.9111,0.9192,0.8456,0.7899
41,1,950400,1400000US41001950400,41001950400,9504,Baker,OR,Oregon,"Census Tract 9504, Baker County, Oregon",2676,240,2813,1.2202,0.4802,0.6202,0.2238,0,0.063,0.1445,0.0293,0.2368,0.0331,0,0,0,0,0,0,0,0,1,0.5624,0.1515,1.7139,0.6263,0.4295,0.7666,0,1.1961,0.5729,0.1904,0.1904,0.1904,3.3372,0.0421,0.2073,0.2073,0.2073,0.5197,0.2915,0.7466,0.446,0.3856,0.3944,0.7219,3.5057,0.505,0.9438,0.129,0.9108,0,1.9836,0.4769,0.7919,0.8192,1.6111,0.9305,7.3077,0.5781,1,1,1,0,0,3,0.6,0,6.44,0.17,16.91,0,0,0,0,0,0,0,66.69,14.39,22.61,100,0,5.81,10.2,30.9488,6,7.3,28.3,23.0472,5.6,23.7,28.1,15.1,21.6,0,10.2,2.5,35.5,10.9,9.3,14.4,12.2,0.7002,0.7741,0.9447,0.6662,0.5495
41,1,950500,1400000US41001950500,41001950500,9505,Baker,OR,Oregon,"Census Tract 9505, Baker County, Oregon",2731,190,3583,1.4556,0.6017,1.0556,0.5615,0,0.0561,0.0309,0.0365,0.1235,0.0202,0,0.3194,0,0.6723,0,0,0.9917,0.6058,1,0.7508,0.3779,2.1287,0.884,0.347,0.3098,0.8919,1.5487,0.7757,0.3619,0.3619,0.3619,5.1545,0.3226,0.3433,0.3433,0.3433,0.4368,0.5285,0.5492,0.4281,0.5512,0.6942,0.555,3.743,0.5571,0.8477,0.251,0.7848,0.5837,2.4672,0.8474,0.7904,0.9677,1.7581,0.9765,8.3116,0.733,0,1,1,0,0,2,0.4,0,6.35,0.08,17.42,0,0.77,0,1.62,0,0,0,81.59,11.33,10.65,17.63,3.78,27.67,18,26.8584,10.5,5.2,27.3,27.8112,10.6,18.1,22.6,18.3,17.5,2,10.1,18.1,30.6,10.5,7.9,14.4,10.6,0.4213,0.6964,0.778,0.4854,0.5495
41,1,950600,1400000US41001950600,41001950600,9506,Baker,OR,Oregon,"Census Tract 9506, Baker County, Oregon",2116,218,634,1.4045,0.5774,0.6045,0.2133,0,0.0556,0.0042,0.0462,0.106,0.0175,0,0.2889,0,0,0,0,0.2889,0.2206,0.6203,0.5502,0.8376,2.0081,0.8208,0.2738,0.1895,0,0.4633,0.1498,0.5128,0.5128,0.5128,3.3791,0.0455,0.1402,0.1402,0.1402,0.5745,0.2563,0.7327,0.4249,0.2755,0.4176,0.5614,3.2429,0.4461,0.9784,0.212,0.9169,0.2137,2.321,0.7586,0.8467,0.6383,1.485,0.8705,7.1891,0.559,1,1,1,0,1,4,0.8,0,6.34,0.03,18.1,0,0.11,0,0,0,0,42.56,65.64,5.22,1.57,1.48,0,49.96,7,33.7607,5.4,7.1,27.1,20.1226,5.9,18.3,35.8,17.5,21.9,0.2,14.7,0.7,38.6,10.8,10.3,13.3,13.9,0.8215,0.7575,0.9765,0.8009,0.4205
41,3,100,1400000US41003000100,41003000100,1,Benton,OR,Oregon,"Census Tract 1, Benton County, Oregon",7612,455,4203,1.397,0.5736,1.197,0.6624,0,0.2047,0.279,0.2333,0.717,0.1012,0.9423,0.7958,0.9688,0,0,0,2.7069,0.9638,0.5075,0.3003,0.1781,0.9859,0.0799,0.725,0.7273,0.9313,2.3836,0.9809,0.6604,0.6604,0.6604,7.4538,0.8071,0.3459,0.3459,0.3459,0.6304,0.3407,0.417,0.732,0.7748,0.4687,0.1488,3.5124,0.5063,0.192,0.2728,0.4603,0,0.9251,0.0303,0.7827,0.5876,1.3703,0.8084,6.1537,0.3899,0,1,0,0,0,1,0.2,0,7.55,0.25,24.92,5.1,90.35,37.17,0,0,0,78.09,43.81,14.04,91.23,97.77,16.64,75.5,18.2,36.876,6.8,4.2,49.5,36.9466,6.6,6.9,10.2,18.7,12,0,9.6,0.5,21.3,10.7,4.8,15.2,6.5,0.0472,0.7373,0.1505,0.0573,0.6368
41,3,202,1400000US41003000202,41003000202,2.02,Benton,OR,Oregon,"Census Tract 2.02, Benton County, Oregon",5375,361,4886,0.5713,0.1229,0.3713,0.0845,0,0.1794,0.1445,0.1899,0.5138,0.0684,0,0.5224,0.9288,0,0,0,1.4512,0.7349,0.6032,0.1588,0.2536,1.0156,0.0912,0.4913,0.55,0,1.0413,0.5024,0.7891,0.7891,0.7891,4.811,0.2484,0.3663,0.3663,0.3663,0.3769,0.0237,0.1858,0.6368,0.6611,0.1982,0.0769,2.1594,0.2224,0.7693,0.2253,0.3217,0.3491,1.6654,0.2296,0,0,0,0,4.1911,0.1229,0,0,1,0,0,1,0.2,0,7.35,0.17,23.78,0,18.15,3.9,0,0,0,48.12,27.04,13.17,33.47,62.42,0,94.82,19.5,23.9693,1,2.6,41.2,31.7884,3.3,4.6,20.5,17.8,10.1,0.6,0,0,25.7,9.6,7.7,11.5,7.4,0.1585,0.4568,0.7342,0.1101,0.2171
41,3,400,1400000US41003000400,41003000400,4,Benton,OR,Oregon,"Census Tract 4, Benton County, Oregon",8055,360,4933,0.477,0.0859,0.277,0.0485,0,0.1949,0.1792,0.2307,0.6048,0.0824,0,0,0,0,0,0,0,0,0.4308,0.4212,0.3057,1.1577,0.1584,0.3761,0.2992,0,0.6753,0.2611,0.9093,0.9093,0.9093,3.3471,0.043,0.3766,0.3766,0.3766,0.2184,0.034,0.7663,0.5548,0.4968,0.1632,0.0547,2.2882,0.2469,0.7562,0.2954,0.4024,0.6037,2.0577,0.5461,0,0.3832,0.3832,0.1614,5.1057,0.234,0,0,1,0,0,1,0.2,0,7.47,0.19,24.85,0,0,0,0,0,0,96.36,54.75,12.46,14.73,16.18,0,100,20.2,16.306,1.3,7.6,35.1,26.1198,2.9,3.8,20.2,19.1,11.2,2.2,0,0.1,27.2,9.4,7.8,10.8,8.1,0.2282,0.3966,0.7565,0.174,0.1483
41,3,500,1400000US41003000500,41003000500,5,Benton,OR,Oregon,"Census Tract 5, Benton County, Oregon",3374,260,5475,0.6206,0.1451,0.4206,0.1063,0,0.2071,0.1099,0.2359,0.5529,0.0746,0,0.2988,0,0,0,0,0.2988,0.2253,0.5058,0.4016,0.6566,1.564,0.5028,0.5769,0.5106,0,1.0875,0.523,0.8367,0.8367,0.8367,4.3399,0.1601,0.3141,0.3141,0.3141,0.2803,0.1204,0.1858,0.2047,0.3871,0.1384,0.3264,1.6431,0.1354,0.9542,0.2075,0.4024,0.2881,1.8522,0.3653,0.7228,0.7705,1.4933,0.8745,5.3027,0.2605,0,0,1,0,0,1,0.2,0,7.57,0.15,24.99,0,0.27,0,0,0,0,78.61,53.03,7.22,52.92,53.69,0,98.95,16.2,19.2967,3.1,2.6,16.3,23.088,2.6,11.7,29.5,17.4,11.2,0.4,6.1,1.8,32.4,9.6,9.6,10.6,9.8,0.53,0.4568,0.9585,0.3826,0.1297
41,3,600,1400000US41003000600,41003000600,6,Benton,OR,Oregon,"Census Tract 6, Benton County, Oregon",4570,312,7652,1.3975,0.5738,0.9975,0.5162,0,0.235,0.1966,0.2588,0.6904,0.0965,0,0.5203,0,0,0,0,0.5203,0.3332,0.6212,0.3403,0.3642,1.3257,0.2818,0.6802,0.667,0,1.3472,0.6492,0.9093,0.9093,0.9093,4.7929,0.2448,0.394,0.394,0.394,0.7492,0.5061,0.2712,0.7787,0.8232,0.3448,0.5879,4.0611,0.6264,0.7942,0.3263,0.8913,0.3205,2.3323,0.7665,0.9021,0.7622,1.6643,0.9501,8.4517,0.7527,0,1,0,1,0,2,0.4,0,7.76,0.2,25.58,0,17.78,0,0,0,0,42.27,47.58,11.56,80.24,88.31,0,100,21.4,44.5137,10,3.2,54.3,39.7241,5,19.1,21.1,19.6,20.7,0.5,20.8,1.7,29.7,11.5,7.3,16.4,10.6,0.3669,0.8594,0.6363,0.4854,0.7508
41,3,900,1400000US41003000900,41003000900,9,Benton,OR,Oregon,"Census Tract 9, Benton County, Oregon",5615,330,1523,0.2114,0.0172,0.2114,0.0285,0,0.1751,0.1099,0.2165,0.5015,0.0663,0,0,0,0,0,0,0,0,0.4692,0.5513,0.3797,1.4002,0.3489,0.4038,0,0,0.4038,0.1306,0.9093,0.9093,0.9093,3.2148,0.0341,0.274,0.274,0.274,0.4956,0.0207,0.286,0.5658,0.4505,0.3283,0.0797,2.2266,0.2352,0.7562,0.1761,0.1453,0.4409,1.5185,0.1524,0,0.6383,0.6383,0.3566,4.6574,0.1773,0,0,0,0,0,0,0,0,7.32,0.15,24.49,0,0,0,0,0,0,88.46,65.74,11.27,18.67,0,0,100,13.8,29.7113,0.9,3.3,35.9,24.7881,4.8,4.7,20.2,16.6,7.5,1,0,0.7,24.6,9.9,6.7,12,7.7,0.1182,0.5445,0.4939,0.1359,0.27
41,3,1001,1400000US41003001001,41003001001,10.01,Benton,OR,Oregon,"Census Tract 10.01, Benton County, Oregon",4193,268,4612,1.4838,0.6151,1.0838,0.5827,0,0.2071,0.279,0.2658,0.7519,0.1074,0,0.7403,0,0,0,0,0.7403,0.4557,0.3853,0.6814,0.0345,1.1012,0.1282,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,5.0584,0.3015,0.5365,0.5365,0.5365,0.881,0.4486,0.6674,0.8879,0.9285,0.7074,0.2546,4.7754,0.7651,0.3166,0.2674,0.5786,0.7965,1.9591,0.4546,0.7486,0.6383,1.3869,0.8176,8.6579,0.7823,0,1,0,1,0,2,0.4,0,7.57,0.25,25.75,0,74.48,0,0,0,0,100,76.16,16.39,100,100,0,100,33.2,56.4293,8.8,6.3,68.7,48.417,10.9,9.8,12.6,18.6,13.7,6.1,7.5,0.7,26.6,11,6,16.7,9.4,0.1989,0.7919,0.3472,0.3319,0.7746
41,3,1002,1400000US41003001002,41003001002,10.02,Benton,OR,Oregon,"Census Tract 10.02, Benton County, Oregon",3235,255,3438,0.534,0.1069,0.534,0.168,0,0.2011,0.3091,0.272,0.7822,0.113,0,0.3602,0,0,0,0,0.3602,0.2554,0.3853,0.7249,0.1468,1.257,0.2258,0.68,0.6255,0,1.3055,0.6275,0.9093,0.9093,0.9093,4.6142,0.2092,0.357,0.357,0.357,0.5994,0.0537,0.6849,0.732,0.7704,0.5163,0.2068,3.5635,0.5173,0.4093,0.0617,0.2211,0.5088,1.2009,0.061,0,0.6153,0.6153,0.3388,5.7367,0.3248,0,0,0,0,0,0,0,0,7.52,0.27,25.91,0,2.29,0,0,0,0,100,79.51,14.44,80.21,79.6,0,100,18.9,35.073,1.8,6.5,49.5,36.7117,7.3,8.5,14.2,10.9,8.7,1.4,0,0.6,22.8,10.2,5.8,14,7.1,0.0709,0.6245,0.3102,0.0885,0.5033
41,3,1101,1400000US41003001101,41003001101,11.01,Benton,OR,Oregon,"Census Tract 11.01, Benton County, Oregon",4177,444,2296,1.0909,0.4084,0.6909,0.2732,0,0.1961,0.2946,0.2527,0.7434,0.1059,0,0,0,0,0,0,0,0,0.3853,0.4199,0.0323,0.8375,0.0395,0.7594,0.5219,0,1.2813,0.6148,0.9093,0.9093,0.9093,3.7715,0.0827,0.5149,0.5149,0.5149,0.981,0.2083,0.8883,0.97,0.9673,0.3622,0.4404,4.8175,0.7727,0.0174,0.0274,0.1088,0.6037,0.7573,0.0196,0.433,0.9732,1.4062,0.8275,7.4959,0.6082,0,1,0,1,0,2,0.4,0,7.48,0.26,25.43,0,0,0,0,0,0,100,54.65,16.46,97.72,56.11,0,100,31.2,74.5175,4.6,10.5,88.3,54.1756,5.2,14.8,3.6,5.1,6.8,2.2,0.3,22,13.5,12.9,1.9,23.4,3.7,0.0061,0.9511,0.0069,0.0084,0.9885
41,3,1102,1400000US41003001102,41003001102,11.02,Benton,OR,Oregon,"Census Tract 11.02, Benton County, Oregon",4503,547,5783,1.4357,0.5923,1.0357,0.5464,0,0.2035,0.3399,0.265,0.8084,0.1182,0,0.4872,0.9447,0,0,0,1.4319,0.7282,0.3853,0.8355,0.0531,1.2739,0.2395,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,5.9792,0.5124,0.394,0.394,0.394,0.9275,0.0981,0.7098,0.9283,0.9743,0.5666,0.1811,4.3857,0.6925,0.0494,0.028,0.1751,0.3491,0.6016,0.0126,0.6355,0.9574,1.5929,0.9232,6.9742,0.5233,0,1,0,1,0,2,0.4,0,7.54,0.29,25.73,0,12.77,11.21,0,0,0,100,87.71,15.92,100,100,0,100,21.4,62.618,2.7,6.8,76.5,55.6718,8.1,7.8,6.1,5.3,8,0.6,2.6,12.9,16.5,11.7,2.9,20.1,5.3,0.0141,0.8798,0.0156,0.0252,0.9419
41,3,10100,1400000US41003010100,41003010100,101,Benton,OR,Oregon,"Census Tract 101, Benton County, Oregon",9584,407,5166,0.9529,0.3263,0.7529,0.3191,0,0.279,0.2631,0.3294,0.8715,0.1323,0.9311,0.4216,0,0.7659,0,0,2.1186,0.9125,0.5515,0.3384,0.5948,1.4847,0.4293,0.5284,0.3802,0.8577,1.7663,0.9205,0.5264,0.5264,0.5264,6.7675,0.6835,0.2452,0.2452,0.2452,0.1187,0.0629,0.3443,0.0319,0.1887,0.0257,0.074,0.8462,0.0343,0.7562,0.5684,0.3659,0.2881,1.9786,0.4725,0.5589,0,0.5589,0.3053,3.6289,0.0694,0,0,1,0,0,1,0.2,0,8.02,0.24,27.32,1.77,5.91,0,8.87,0,0,64.49,47.41,7.9,41.51,28.39,0.44,52.13,12.2,11.2318,2,3.7,5.8,17.7822,0.9,4.5,20.2,23,10.7,0.4,1.3,0,29.2,9.8,8.2,11.4,8.7,0.3375,0.5157,0.8343,0.242,0.2068
41,3,10200,1400000US41003010200,41003010200,102,Benton,OR,Oregon,"Census Tract 102, Benton County, Oregon",4417,260,2561,0.6767,0.1721,0.2767,0.0483,0,0.0968,0.024,0.1759,0.2967,0.0383,0,0.3346,0,0,0,0,0.3346,0.2426,0.6752,0.3794,0.7396,1.7942,0.6826,0.4879,0.325,0,0.8129,0.4034,0.5193,0.5193,0.5193,3.7577,0.0811,0.2267,0.2267,0.2267,0.2561,0.1604,0.5721,0.1987,0.298,0.4752,0.1188,2.0793,0.208,0.5982,0.435,0.4024,0.2502,1.6858,0.2427,0.8156,0,0.8156,0.488,4.8074,0.1956,0,1,1,0,0,2,0.4,0,6.78,0.07,23.36,0,1.27,0,0,0,0,27.16,51.09,6.33,32.88,19.88,0,50.96,11.2,18.1345,3.8,5.4,16,20.7241,6.7,6,17.3,21.2,11.2,0.3,12,0,29.4,10.4,7.5,12.9,9.1,0.349,0.6732,0.6866,0.293,0.3736
41,3,10300,1400000US41003010300,41003010300,103,Benton,OR,Oregon,"Census Tract 103, Benton County, Oregon",3508,291,1672,0.8228,0.2499,0.4228,0.1072,0,0.0598,0.0125,0.0998,0.1721,0.0264,0,0.3092,0,0,0,0,0.3092,0.2304,0.6182,0.4591,0.9402,2.0175,0.8261,0.2652,0.1871,0,0.4523,0.1461,0.5087,0.5087,0.5087,3.4598,0.0519,0.2452,0.2452,0.2452,0.4314,0.0877,0.7533,0.1696,0.3098,0.503,0.4939,2.7487,0.3385,0.8533,0.4278,0.4382,0.399,2.1183,0.5988,0.9214,0,0.9214,0.5822,6.0336,0.3709,0,1,1,0,0,2,0.4,0,6.4,0.05,20.79,0,0.5,0,0,0,0,43.26,58,3.89,0.88,1.22,0,49.23,12.2,26.6058,2.5,7.4,14.6,21.0448,7.1,16.3,22.8,21.1,11.7,0.8,23.8,0,30.6,10.4,8.2,12.7,9.6,0.4213,0.6732,0.8343,0.3566,0.3505
41,3,10400,1400000US41003010400,41003010400,104,Benton,OR,Oregon,"Census Tract 104, Benton County, Oregon",4042,308,2554,1.5575,0.6482,1.1575,0.635,0,0.1602,0.0462,0.1821,0.3885,0.0498,0.9312,0.3966,0,0,0,0,1.3278,0.6956,0.6896,0.4296,0.894,2.0132,0.8237,0.4501,0.3374,0.9009,1.6884,0.9074,0.5427,0.5427,0.5427,5.9606,0.5084,0.3678,0.3678,0.3678,0.3895,0.576,0.5721,0.3888,0.1827,0.5781,0.5186,3.2058,0.4384,0.7426,0.6641,0.6885,0.6377,2.7329,0.949,0.9364,0.5072,1.4436,0.8484,7.7501,0.6491,0,1,1,0,0,2,0.4,0,7.22,0.1,23.54,1.78,4.22,0,0,0,0,23.47,55.48,4.56,25.95,21.64,5.48,55.34,19.6,24.5658,11.6,5.4,25.2,17.5979,8.3,17,19.9,24.4,15.5,2.6,26.5,0.3,31.7,10.5,7.9,13.5,9.6,0.4877,0.6964,0.778,0.3566,0.4444
41,3,10600,1400000US41003010600,41003010600,106,Benton,OR,Oregon,"Census Tract 106, Benton County, Oregon",5550,532,16986,1.4741,0.6105,1.0741,0.5754,0,0.2023,0.3399,0.2715,0.8137,0.1195,0,0.7859,0.9874,0,0,0,1.7733,0.8511,0.3853,0.4779,0.018,0.8812,0.0486,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,5.9332,0.5021,0.4965,0.4965,0.4965,0.9596,0.0377,0.8708,0.9581,0.9023,0.4474,0.4692,4.6451,0.7408,0.0305,0.0194,0.3143,0.3205,0.6847,0.0161,0.4558,0.9863,1.4421,0.8474,7.2684,0.572,0,1,0,1,0,2,0.4,0,7.53,0.29,25.9,0,87.62,77.83,0,0,0,100,59.65,17.04,100,100,0,100,29.5,68.5104,1.4,9.9,84.2,45.668,6.3,15.6,5,2.6,10,0.5,0.5,39.4,13.4,12.4,2,22.1,4.1,0.0059,0.9292,0.0075,0.0114,0.9776
41,3,10702,1400000US41003010702,41003010702,107.02,Benton,OR,Oregon,"Census Tract 107.02, Benton County, Oregon",4322,446,12223,1.4175,0.5834,1.0175,0.5325,0,0.1886,0.2136,0.2271,0.6293,0.0862,0,0.4665,0.9429,0,0,0,1.4094,0.721,0.5072,0.4074,0.3048,1.2194,0.1988,0.7891,0.6257,0,1.4148,0.6886,0.9093,0.9093,0.9093,5.5822,0.42,0.4965,0.4965,0.4965,0.9591,0.1488,0.8157,0.9548,0.9727,0.3622,0.408,4.6213,0.7368,0.0333,0.0262,0.0947,0.7132,0.8674,0.0263,0.4558,0.9873,1.4431,0.8482,7.4283,0.5975,0,1,0,1,0,2,0.4,0,7.42,0.21,24.76,0,10.12,10.12,0,0,0,78.16,53.54,12.5,100,79.64,0,100,29.5,68.4042,3.6,8.5,83.1,55.3134,5.2,13.9,5.2,4.8,6.5,3.8,0.5,42.3,14.8,13,2.6,23,4.7,0.0088,0.9541,0.0122,0.017,0.9862
41,3,10800,1400000US41003010800,41003010800,108,Benton,OR,Oregon,"Census Tract 108, Benton County, Oregon",3622,258,4309,1.1208,0.425,0.7208,0.2949,0,0.1437,0.0462,0.1474,0.3373,0.0425,0,0.7231,0,0,0,0,0.7231,0.446,0.8257,0.4388,0.2606,1.5251,0.4673,0.7005,0.7269,0,1.4274,0.6968,0.6203,0.6203,0.6203,4.6332,0.2126,0.321,0.321,0.321,0.5525,0.4023,0.3594,0.6715,0.6943,0.2674,0.3413,3.2887,0.4562,0.2724,0.5684,0.6711,0.399,1.9109,0.414,0.8093,0.5527,1.362,0.8042,6.8826,0.5082,0,1,0,1,0,2,0.4,0,7.12,0.1,22.45,0,69.29,0,0,0,0,1.99,56.22,13.06,85.46,97.72,0,68.11,16.6,32.6225,7.9,3.8,44.1,33.1416,4.1,12.1,11.8,23,15.2,0.8,11.5,0.4,26.8,11.6,6.4,16.7,9.2,0.2085,0.8701,0.4287,0.3056,0.7746
41,3,10900,1400000US41003010900,41003010900,109,Benton,OR,Oregon,"Census Tract 109, Benton County, Oregon",5353,420,2104,0.2209,0.0186,0.2209,0.0308,0,0.1421,0.0309,0.1523,0.3253,0.0411,0,0.4459,0,0,0,0,0.4459,0.2978,0.5542,0.2327,0.5348,1.3217,0.2782,0.5611,0.3238,0,0.8849,0.4316,0.6886,0.6886,0.6886,3.6664,0.0714,0.3538,0.3538,0.3538,0.3887,0.115,0.1726,0.4944,0.3545,0.2674,0.1523,1.9449,0.1847,0.5741,0.2161,0.2349,0.4409,1.466,0.1308,0.6644,0,0.6644,0.3799,4.4291,0.1495,0,0,0,0,0,0,0,0,7.11,0.08,22.62,0,7.99,0,0,0,0,63.58,36.55,8.67,49,19.64,0,81.08,18.7,24.5279,3,2.5,31.2,22.2222,4.1,7,16.9,17.6,8.9,1,3.5,0,25.7,9.9,6.8,12.2,7.6,0.1585,0.5445,0.516,0.1264,0.2921
41,5,20100,1400000US41005020100,41005020100,201,Clackamas,OR,Oregon,"Census Tract 201, Clackamas County, Oregon",3984,255,5125,0.7357,0.2021,0.5357,0.1692,0,0.3787,0.7557,0.7924,1.9268,0.5235,0,0,0,0.8809,0,0,0.8809,0.5751,0.3853,0.5002,0.212,1.0975,0.1264,0.7263,0.2413,0,0.9676,0.4677,0.9093,0.9093,0.9093,5.7821,0.4661,0.3523,0.3523,0.3523,0.0743,0.1488,0.0904,0.182,0.4086,0.2588,0.2251,1.388,0.0967,0.7776,0.4944,0.0457,0.5727,1.8904,0.3967,0,0,0,0,3.6307,0.0696,0,0,1,0,0,1,0.2,0,8.56,0.64,38.27,0,0,0,41.32,0,0,100,61.53,13.67,91.51,8.45,0,100,18.6,8.6836,3.6,1.8,15.2,23.6439,4,9,20.7,22,5.1,1.9,0,0,28,9.5,8.6,9.7,8.1,0.2689,0.4269,0.8908,0.174,0.0661
41,5,20200,1400000US41005020200,41005020200,202,Clackamas,OR,Oregon,"Census Tract 202, Clackamas County, Oregon",6258,332,7309,0.69,0.1789,0.49,0.1432,0,0.3854,0.7709,0.7792,1.9355,0.5271,0,0.2931,0,0.8099,0,0,1.103,0.6356,0.3853,0.397,0.1207,0.903,0.0545,0.7891,0,0,0.7891,0.368,0.9093,0.9093,0.9093,5.6399,0.4334,0.1359,0.1359,0.1359,0.138,0.0073,0.1466,0.4621,0.5011,0.0709,0.1064,1.4324,0.103,0.9108,0.1724,0.3508,0,1.434,0.1184,0.4558,0,0.4558,0.2291,3.4581,0.0566,0,0,1,0,0,1,0.2,0,8.59,0.66,37.91,0,0.17,0,17.25,0,0,100,52.62,14.77,100,0,0,100,6.8,12.2883,0.3,2.3,29.2,26.2526,1.7,5.6,25.4,16.5,10.5,0,0.5,0,27.9,9.4,8.9,9.5,8.2,0.264,0.3966,0.9192,0.1841,0.0555
