STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
41,27,950200,1400000US41027950200,41027950200,9502,Hood River,OR,Oregon,"Census Tract 9502, Hood River County, Oregon",6980,587,5996,0.8472,0.2634,0.6472,0.2418,0,0.0351,0.0655,0.172,0.2726,0.0362,0,0.283,0,0,0,0,0.283,0.2173,0.6046,0.378,0.4884,1.471,0.4163,0.5133,0.3629,0.9321,1.8083,0.9255,0.7967,0.7967,0.7967,4.6316,0.2124,0.4564,0.4564,0.4564,0.1752,0.5241,0.4029,0.3329,0.1788,0.4549,0.2928,2.3616,0.2605,0.6683,0.4423,0.1453,0.7854,2.0413,0.5308,0.7889,0.7865,1.5754,0.9148,6.4347,0.4348,0,0,1,0,0,1,0.2,0,5.96,0.12,23.25,0,0.04,0,0,0,0,47.61,50.97,9.33,38.13,25.52,17.07,95.66,26.1,14.1675,10.4,4.1,22.4,17.4912,6.4,10.8,18.5,21.3,7.5,5.7,10,2,29.9,10.3,7.7,12.9,9.7,0.3792,0.6494,0.7342,0.3693,0.3736
41,27,950300,1400000US41027950300,41027950300,9503,Hood River,OR,Oregon,"Census Tract 9503, Hood River County, Oregon",5923,292,8798,1.2012,0.4698,1.0012,0.5193,0,0.0392,0.2308,0.2439,0.5139,0.0684,0,0.7256,0,0.6857,0,0,1.4113,0.7216,0.4477,0.4818,0.0348,0.9643,0.0727,0.7857,0.7095,0,1.4952,0.7397,0.7495,0.7495,0.7494,5.1342,0.318,0.4676,0.4676,0.4676,0.4702,0.6945,0.0266,0.7273,0.6024,0.5163,0.6906,3.7279,0.5537,0.4093,0.6577,0.5031,0.7758,2.3459,0.7754,0.7167,0.7121,1.4288,0.8399,7.9702,0.6832,0,1,0,0,0,1,0.2,0,6.06,0.22,25.2,0,70,0,2.24,0,0,93.39,59.98,16.36,99.94,95.46,0,89.89,27,28.4432,15.1,0.9,49.1,29.5585,7.3,22.5,14.2,24.3,12.6,5.4,5.8,1.2,27.7,10.4,6.5,14.1,8.9,0.2541,0.6732,0.4494,0.2668,0.5153
41,27,950400,1400000US41027950400,41027950400,9504,Hood River,OR,Oregon,"Census Tract 9504, Hood River County, Oregon",5721,598,5732,1.6421,0.6858,1.2421,0.6918,0,0.0343,0.0309,0.1384,0.2036,0.0303,0,0.4895,0,0.7359,0,0,1.2254,0.6648,0.6675,0.3968,0.7158,1.7801,0.6727,0.4895,0.2227,0.8725,1.5847,0.8921,0.7037,0.7037,0.7037,5.4975,0.4005,0.7509,0.7509,0.7509,0.6317,0.9459,0.5492,0.3871,0.1153,0.751,0.568,3.9482,0.6018,0.3684,0.7821,0.4382,0.9404,2.5291,0.8774,0.9554,0.9325,1.8879,0.9941,9.1161,0.8416,0,1,0,1,0,2,0.4,0,5.94,0.08,22.15,0,13.05,0,5.51,0,0,29.18,52.59,6.58,33.17,5.95,1.34,83.76,60.8,36.9489,33.1,5.2,25.1,15.4378,12,18.5,13.5,26.5,11.7,17.2,30.9,7.4,29.1,10.8,6.2,15.6,11.1,0.3316,0.7575,0.3868,0.5479,0.6768
41,29,100,1400000US41029000100,41029000100,1,Jackson,OR,Oregon,"Census Tract 1, Jackson County, Oregon",2027,241,13370,2.2662,0.898,1.6662,0.9106,0.4572,0.274,0.6842,0.7846,2.2,0.6209,0,0.8577,0,0,0,0,0.8577,0.5172,0.3993,0.7638,0.0037,1.1668,0.164,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,6.6895,0.6676,0.6217,0.6217,0.6217,0.9856,0.9301,0.9541,0.9692,0.9531,0.8028,0.9431,6.538,0.9956,0.1481,0.8794,0.9208,0.7399,2.6882,0.9369,0.8093,0.9301,1.7394,0.9722,11.5873,0.9986,0,1,0,1,1,3,0.6,0.67,7.99,0.56,38.05,0,100,0,0,0,0,99.59,82.54,18.33,100,100,0,100,42,76.5913,30.3,14.4,88,51.6091,13.6,39.1,9.2,29,22.1,4.4,11.5,7.1,32.5,14.5,5.1,23.8,15.4,0.536,0.986,0.1933,0.8759,0.9906
41,29,201,1400000US41029000201,41029000201,2.01,Jackson,OR,Oregon,"Census Tract 2.01, Jackson County, Oregon",4087,368,5270,2.0996,0.8513,1.4996,0.8365,0.4572,0.2756,0.6647,0.7198,2.1173,0.5947,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.9196,0.0196,1.3245,0.2805,0.7891,0.702,0,1.4911,0.7373,0.9093,0.9093,0.9093,6.6999,0.6697,0.4817,0.4817,0.4817,0.9464,0.7397,0.7175,0.9306,0.9666,0.8513,0.6763,5.8284,0.9311,0.0774,0.7305,0.6111,0.3491,1.7681,0.2994,0,0.9479,0.9479,0.6106,9.0261,0.8299,0,1,0,1,1,3,0.6,0.67,8,0.54,36.32,0,100,0,0,0,0,100,93.26,17,100,94.42,0,100,28.2,65.7853,16.8,6.9,77,54.0053,15.4,22,7.2,25.5,14.2,0.6,0,10,28.2,13.4,4.9,21.7,12.6,0.2797,0.966,0.1641,0.7032,0.9725
41,29,202,1400000US41029000202,41029000202,2.02,Jackson,OR,Oregon,"Census Tract 2.02, Jackson County, Oregon",4004,569,1826,1.9201,0.7933,1.5201,0.8462,0.4572,0.274,0.5984,0.7015,2.0311,0.5634,0,0.7693,0,0,0,0,0.7693,0.472,0.3853,0.775,0.0675,1.2278,0.2048,0.7831,0.5432,0,1.3263,0.638,0.9093,0.9093,0.9093,6.2638,0.5758,0.6951,0.6951,0.6951,0.8075,0.9154,0.9502,0.8859,0.8709,0.8399,0.568,5.8378,0.9322,0.2724,0.6446,0.6597,0.7854,2.3621,0.7867,0.4558,0.7346,1.1904,0.7289,10.0854,0.9443,0,1,0,1,0,2,0.4,0.67,7.99,0.48,35.85,0,82.98,0,0,0,0,100,83.35,15.61,99.85,60.92,0,100,51.9,49.0741,28.4,14,68.4,43.0565,14.9,18.5,11.8,24.1,15,5.7,0.5,1.4,25.3,13.2,5,19.9,10.3,0.1419,0.9602,0.1785,0.4476,0.9363
41,29,203,1400000US41029000203,41029000203,2.03,Jackson,OR,Oregon,"Census Tract 2.03, Jackson County, Oregon",3880,306,3305,1.6289,0.6805,1.2289,0.6837,0.4572,0.2694,0.5371,0.6792,1.9429,0.5302,0,0.7269,0,0,0,0,0.7269,0.448,0.3853,0.6665,0.1644,1.2162,0.1969,0.6447,0.505,0,1.1497,0.5517,0.9093,0.9093,0.9093,5.945,0.5045,0.506,0.506,0.506,0.8059,0.6861,0.6286,0.9007,0.8192,0.7195,0.2695,4.8295,0.7749,0.2212,0.6116,0.7974,0.6298,2.26,0.7146,0,0.6572,0.6572,0.3711,8.2527,0.7244,0,1,0,1,0,2,0.4,0.67,7.96,0.43,35.28,0,70.47,0,0,0,0,100,75.04,14.22,70.93,52.47,0,100,30.4,48.9263,14.8,5.9,70.9,39.4655,11.2,10.2,10.8,23.6,17.8,2.5,0,0.8,25.2,12.2,5.6,17.4,9.7,0.1385,0.9175,0.2747,0.3693,0.8245
41,29,300,1400000US41029000300,41029000300,3,Jackson,OR,Oregon,"Census Tract 3, Jackson County, Oregon",6544,564,5253,2.1283,0.8598,1.7283,0.936,0.4572,0.2804,0.6544,0.7676,2.1596,0.6087,0,0.8563,0,0,0,0,0.8563,0.5165,0.589,0.4031,0.0751,1.0672,0.1125,0.7891,0.7072,0.9484,2.4447,0.9866,0.9093,0.9093,0.9093,7.4371,0.8044,0.5397,0.5397,0.5397,0.8849,0.7829,0.7533,0.7425,0.8415,0.8895,0.4441,5.3387,0.8597,0.2777,0.6446,0.9004,0.6129,2.4356,0.8303,0.8737,0.6572,1.5309,0.8934,9.8449,0.9239,0,1,0,1,0,2,0.4,0.67,8.03,0.53,37.59,0,99.98,0,0,0,0,52.61,53.16,15.5,100,95.15,27.87,100,33.5,56.8462,18.7,7.4,50.5,40.9001,17.3,14.9,11.9,24.1,21.1,2.3,17.4,0.8,27.6,12.7,6.2,18.6,11.7,0.249,0.9429,0.3868,0.6162,0.8885
41,29,403,1400000US41029000403,41029000403,4.03,Jackson,OR,Oregon,"Census Tract 4.03, Jackson County, Oregon",4027,358,2275,0.8933,0.2902,0.4933,0.145,0.4572,0.2724,0.3551,0.5968,1.6815,0.4195,0,0,0,0,0,0,0,0,0.3853,0.2777,0.3587,1.0217,0.0936,0,0,0,0,0,0.9093,0.9093,0.9093,3.6125,0.0661,0.3459,0.3459,0.3459,0.3407,0.1261,0.4719,0.4673,0.6298,0.3364,0.3669,2.7391,0.3363,0.9243,0.5684,0.8206,0.2881,2.6014,0.9079,0,0.7007,0.7007,0.4037,6.3871,0.4272,0,1,1,0,0,2,0.4,0.67,7.98,0.3,33.33,0,0,0,0,0,0,100,41.55,11.67,0,0,0,100,18.2,22.2498,3.2,4.6,29.5,30.5677,4.9,12.8,26.3,23,18.4,0.4,0,1.1,29.9,10.6,8.9,12.3,10.7,0.3792,0.718,0.9192,0.4978,0.3036
41,29,404,1400000US41029000404,41029000404,4.04,Jackson,OR,Oregon,"Census Tract 4.04, Jackson County, Oregon",4725,274,1677,0.9673,0.3353,0.5673,0.1897,0.4572,0.2774,0.3399,0.6109,1.6854,0.421,0,0,0,0,0,0,0,0,0.4644,0.1588,0.4493,1.0725,0.1145,0,0.208,0.8733,1.0813,0.5203,0.9093,0.9093,0.9093,4.7485,0.2353,0.2528,0.2528,0.2528,0.353,0.1788,0.2424,0.1133,0.514,0.3283,0.1921,1.9219,0.1805,0.9243,0.6384,0.5243,0.2502,2.3372,0.7697,0.6126,0.6572,1.2698,0.7607,5.7817,0.332,0,1,1,0,0,2,0.4,0.67,8.01,0.29,33.67,0,0,0,0,0,0,89.61,27.04,10,0,3.91,1.42,100,12.6,22.8571,4.1,3,11.7,26.6477,4.8,8.1,26.3,24,12.9,0.3,2.1,0.8,28.7,10.7,8.4,12.3,10.1,0.3085,0.7373,0.8659,0.4209,0.3036
41,29,405,1400000US41029000405,41029000405,4.05,Jackson,OR,Oregon,"Census Tract 4.05, Jackson County, Oregon",4549,326,4499,1.5765,0.657,1.1765,0.6478,0.4572,0.279,0.5868,0.6871,2.0101,0.5558,0,0.6237,0,0,0,0,0.6237,0.3837,0.4458,0.4548,0.0751,0.9757,0.0767,0.4049,0.6128,0.9405,1.9582,0.9406,0.9093,0.9093,0.9093,6.477,0.6227,0.4781,0.4781,0.4781,0.6715,0.596,0.6286,0.8453,0.8466,0.2234,0.4725,4.2839,0.6719,0.4888,0.5094,0.5031,0,1.5013,0.1451,0,0.8938,0.8938,0.5549,7.1571,0.5538,0,1,0,1,0,2,0.4,0.67,8.02,0.47,35.47,0,40.25,0,0,0,0,93.76,57.64,15.5,18.83,76.67,22.05,100,27.9,39.3809,12.1,5.9,62.4,41.2584,3.6,15.7,15.5,22.2,12.6,0,0,4.5,28.5,11.9,7.4,16,11.1,0.2973,0.8966,0.6609,0.5479,0.7146
41,29,406,1400000US41029000406,41029000406,4.06,Jackson,OR,Oregon,"Census Tract 4.06, Jackson County, Oregon",4821,355,6765,1.9339,0.7981,1.5339,0.8527,0.4572,0.2804,0.5746,0.6845,1.9967,0.5505,0,0.6568,0,0,0,0,0.6568,0.4054,0.6942,0.2071,0.1894,1.0907,0.1227,0.4157,0.7605,0.986,2.1622,0.9612,0.9093,0.9093,0.9093,6.8157,0.6928,0.415,0.415,0.415,0.5614,0.5593,0.8708,0.7885,0.7514,0.7154,0.4154,4.6622,0.7443,0.6044,0.6577,0.8417,0.6129,2.7167,0.9447,0.5741,0.7445,1.3186,0.7823,9.1125,0.8411,0,1,1,0,0,2,0.4,0.67,8.03,0.46,35.41,0,49.44,0,0,0,0,22.46,33.49,13.92,20.42,99.91,86.67,100,22.9,33.0682,11.2,9.9,55.4,35.7453,11.1,14.1,17.4,24.3,19,2.3,1.5,1.5,28.2,11.5,7.8,15,10.7,0.2797,0.8594,0.7565,0.4978,0.6166
41,29,501,1400000US41029000501,41029000501,5.01,Jackson,OR,Oregon,"Census Tract 5.01, Jackson County, Oregon",3017,333,3103,1.6783,0.7011,1.2783,0.715,0.4572,0.2694,0.621,0.7149,2.0625,0.5753,0,0.7977,0,0,0,0,0.7977,0.487,0.3853,0.7638,0.0531,1.2022,0.1875,0.7757,0.7666,0,1.5423,0.7712,0.9093,0.9093,0.9093,6.514,0.6307,0.4029,0.4029,0.4029,0.7479,0.322,0.6286,0.7464,0.8294,0.4328,0.3822,4.0893,0.6326,0.4151,0.4497,0.6415,0.6037,2.11,0.5919,0.5509,0.5876,1.1385,0.71,7.7407,0.6476,0,1,0,1,0,2,0.4,0.67,7.96,0.5,36.19,0,90.8,0,0,0,0,100,82.54,15.92,99.42,100,0,100,22,44.4184,6.5,5.9,50.9,40.1019,6.1,13.2,14.3,21.4,14.7,2.2,1.2,0.5,29,12,6.7,16.4,11.2,0.3259,0.9042,0.4939,0.5598,0.7508
41,29,502,1400000US41029000502,41029000502,5.02,Jackson,OR,Oregon,"Census Tract 5.02, Jackson County, Oregon",6320,867,9779,2.1195,0.8574,1.3195,0.7395,0.4572,0.2756,0.6329,0.7213,2.087,0.5843,0,0.6138,0,0,0,0,0.6138,0.378,0.3853,0.5502,0.0949,1.0304,0.0969,0.5501,0.6123,0,1.1624,0.5571,0.9093,0.9093,0.9093,5.8029,0.4706,0.4403,0.4403,0.4403,0.9151,0.6775,0.286,0.9319,0.9897,0.7435,0.7367,5.2804,0.8501,0.5011,0.6318,0.8316,0.6298,2.5943,0.905,0,0.8611,0.8611,0.5254,9.1761,0.8489,0,1,1,1,1,4,0.8,0.67,8,0.51,36.35,0,37.74,0,0,0,0,100,65.65,15.17,46.46,76.55,0,100,24.8,60.7431,14.5,3.3,77.3,61.2469,11.8,24.3,15.7,23.9,18.7,2.5,0,3.4,32,13.2,7.9,18.9,13.5,0.5055,0.9602,0.778,0.774,0.9016
41,29,601,1400000US41029000601,41029000601,6.01,Jackson,OR,Oregon,"Census Tract 6.01, Jackson County, Oregon",6927,431,8793,0.8845,0.2851,0.4845,0.14,0.4572,0.2612,0.2631,0.58,1.5615,0.3637,0,0.3516,0,0,0,0,0.3516,0.2511,0.4939,0.45,0.4618,1.4057,0.3542,0.3043,0.3132,0,0.6175,0.226,0.9093,0.9093,0.9093,4.8456,0.2563,0.2599,0.2599,0.2599,0.1782,0.1428,0.3881,0.3209,0.2864,0.2847,0.2889,1.89,0.1751,0.9311,0.4796,0.4816,0.2137,2.106,0.5888,0,0.8072,0.8072,0.4805,5.0631,0.2282,0,1,1,0,0,2,0.4,0.67,7.91,0.24,32.94,0,1.92,0,0,0,0,82.08,57.21,9.75,4.99,18.1,0,100,13,14.3109,3.5,4,21.8,20.4213,4.3,10.7,26.9,21.8,12.3,0.2,0,2.3,28.7,10.4,9,11.6,10,0.3085,0.6732,0.9267,0.4083,0.2276
41,29,602,1400000US41029000602,41029000602,6.02,Jackson,OR,Oregon,"Census Tract 6.02, Jackson County, Oregon",5824,356,7134,1.7152,0.7167,0.9152,0.4478,0.4572,0.2451,0.2308,0.5508,1.4839,0.3311,0,0.5165,0,0,0,0,0.5165,0.3312,0.6687,0.1921,0.2536,1.1144,0.1345,0.4625,0.5069,0,0.9694,0.4687,0.9093,0.9093,0.9093,4.9935,0.2873,0.3082,0.3082,0.3082,0.5953,0.226,0.3881,0.8114,0.8424,0.6073,0.5911,4.0616,0.6265,0.9842,0.1495,0.8886,0.399,2.4213,0.8222,0,0.8299,0.8299,0.4989,7.621,0.6279,1,1,1,0,1,4,0.8,0.67,7.82,0.22,32.26,0,17.16,0,0,0,0,28.88,31.66,13.17,28.15,52.85,0,100,15.8,34.845,4.9,4,58.1,40.9574,8.8,19.2,39.1,15.8,20.6,0.8,0,2.7,38.7,10.5,12.4,11.4,14,0.8243,0.6964,0.9925,0.8068,0.2068
41,29,700,1400000US41029000700,41029000700,7,Jackson,OR,Oregon,"Census Tract 7, Jackson County, Oregon",9659,645,5137,1.1124,0.4203,0.9124,0.4455,0.4572,0.252,0.3399,0.6276,1.6767,0.4174,0,0.593,0,0,0,0,0.593,0.3683,0.6102,0.2992,0.4584,1.3678,0.318,0.4792,0.3216,0,0.8008,0.3985,0.9093,0.9093,0.9093,5.3476,0.3661,0.3854,0.3854,0.3854,0.537,0.3801,0.4444,0.4405,0.6621,0.503,0.2506,3.2177,0.4408,0.5497,0.695,0.3217,0.5232,2.0896,0.575,0.8032,0.6153,1.4185,0.8344,7.1112,0.5463,0,1,0,0,0,1,0.2,0.67,7.86,0.29,34.07,0,32.53,0,0,0,0,45.83,43.71,9.8,31.34,19.3,0,100,20.8,31.8252,7.5,4.4,28,31.8257,7.1,9.7,16.5,24.9,10.1,1.5,11,0.6,27.9,11.6,7.2,15,10.7,0.264,0.8701,0.6113,0.4978,0.6166
41,29,800,1400000US41029000800,41029000800,8,Jackson,OR,Oregon,"Census Tract 8, Jackson County, Oregon",5971,640,4773,1.4228,0.5861,1.0228,0.5364,0.4572,0.282,0.3242,0.6581,1.7215,0.4364,0,0.481,0,0,0,0,0.481,0.3147,0.6552,0.3583,0.4088,1.4223,0.3699,0.3759,0.1886,0,0.5645,0.1972,0.9093,0.9093,0.9093,5.0986,0.3103,0.2704,0.2704,0.2704,0.7023,0.418,0.5111,0.5516,0.8326,0.5416,0.2807,3.8379,0.5785,0.6796,0.3263,0.8278,0.5498,2.3835,0.7994,0.9043,0.7705,1.6748,0.9536,8.1666,0.7125,0,1,0,1,0,2,0.4,0.67,8.04,0.28,34.8,0,11.87,0,0,0,0,32.39,49.31,10.75,14.7,1.39,0,100,13.6,41.2661,8.2,4.9,34.9,40.3213,7.7,10.5,18.7,19.6,18.6,1.7,21.1,1.8,30.4,12,7.4,16.2,12,0.4098,0.9042,0.6609,0.6463,0.7328
41,29,900,1400000US41029000900,41029000900,9,Jackson,OR,Oregon,"Census Tract 9, Jackson County, Oregon",9501,590,6572,1.4482,0.5982,1.0482,0.5559,0.4572,0.274,0.279,0.665,1.6752,0.4167,0,0.5709,0,0,0,0,0.5709,0.3577,0.6573,0.1964,0.7408,1.5945,0.5292,0.5737,0.334,0,0.9077,0.4413,0.9093,0.9093,0.9093,5.6576,0.4375,0.3646,0.3646,0.3646,0.4964,0.6324,0.4989,0.5064,0.5899,0.44,0.4259,3.5899,0.5235,0.5377,0.7359,0.5311,0.5088,2.3135,0.7533,0.6897,0.5527,1.2424,0.7492,7.5104,0.6107,0,1,1,0,0,2,0.4,0.67,7.99,0.25,34.96,0,27.32,0,0,0,0,31.81,32.2,6.29,52.14,21.16,0,100,19.4,29.7545,13.1,4.8,32,29.1229,6.2,14.4,16.3,25.6,13,1.4,4.5,0.4,29.1,11.9,7.6,15.3,11.4,0.3316,0.8966,0.7108,0.5831,0.6465
41,29,1001,1400000US41029001001,41029001001,10.01,Jackson,OR,Oregon,"Census Tract 10.01, Jackson County, Oregon",6673,394,4513,2.0426,0.8344,1.4426,0.8067,0.4572,0.282,0.5618,0.7475,2.0485,0.5702,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.2692,0.0949,0.7494,0.0232,0.7891,0.7666,0.9595,2.5152,0.994,0.9093,0.9093,0.9093,7.0801,0.7428,0.3446,0.3446,0.3446,0.5018,0.5547,0.6173,0.5329,0.7363,0.7195,0.3933,4.0558,0.6252,0.7472,0.3715,0.5981,0.477,2.1938,0.6622,0.8477,0.6383,1.486,0.8709,8.0802,0.6998,0,1,1,1,0,3,0.6,0.67,8.04,0.45,37.05,0,100,0,0,0,0,100,40.64,15.17,100,100,38.9,100,18.1,30.0301,11.1,5.8,33.7,35.0437,11.2,13.5,20,20.3,14,1.2,14.8,0.7,29.2,11.7,7.6,15.5,10.7,0.3375,0.8798,0.7108,0.4978,0.6678
41,29,1002,1400000US41029001002,41029001002,10.02,Jackson,OR,Oregon,"Census Tract 10.02, Jackson County, Oregon",4557,386,6028,1.5198,0.6321,1.1198,0.6093,0.4572,0.2774,0.279,0.6435,1.6571,0.4083,0,0.5737,0,0,0,0,0.5737,0.3591,0.5703,0.4515,0.0577,1.0795,0.1177,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,5.7753,0.4643,0.3707,0.3707,0.3707,0.7072,0.596,0.7959,0.6028,0.7989,0.1982,0.3157,4.0147,0.6163,0.4826,0.8264,0.7535,0.3205,2.383,0.799,0.6391,0.3832,1.0223,0.6774,7.7907,0.6555,0,1,0,1,0,2,0.4,0.67,8.01,0.25,34.46,0,27.93,0,0,0,0,58.41,57.35,15.83,100,100,0,100,19.8,41.5844,12.1,8.1,38.6,38.293,3.3,11.4,15.4,27.5,16.8,0.5,2.7,0.1,28.6,12.7,6.6,18.2,11.6,0.3032,0.9429,0.471,0.6052,0.87
41,29,1100,1400000US41029001100,41029001100,11,Jackson,OR,Oregon,"Census Tract 11, Jackson County, Oregon",5458,489,3700,1.3729,0.5612,1.1729,0.6456,0.4572,0.2679,0.1445,0.6231,1.4927,0.3346,0,0.6421,0,0.7919,0,0,1.434,0.729,0.6039,0.2003,0.6794,1.4836,0.4282,0.6578,0.4641,0.9127,2.0346,0.9488,0.7611,0.7611,0.7611,7.206,0.7655,0.2832,0.2832,0.2832,0.5242,0.5593,0.0151,0.1717,0.5442,0.1073,0.3862,2.308,0.2507,0.8344,0.4796,0.8417,0,2.1557,0.6309,0.9021,0.6153,1.5174,0.8868,6.2643,0.4074,0,1,0,0,0,1,0.2,0.67,7.95,0.17,33.96,0,45.26,0,13.22,0,0,47.91,32.7,7,74.31,43.92,8.67,91.52,14.3,31.1836,11.2,0.6,14.7,27.5779,2.2,13.3,22.2,21.8,19,0,20.8,0.6,29.2,11.7,7.3,15.2,10.8,0.3375,0.8798,0.6363,0.5105,0.6368
41,29,1200,1400000US41029001200,41029001200,12,Jackson,OR,Oregon,"Census Tract 12, Jackson County, Oregon",4327,471,12534,1.6071,0.6711,1.2071,0.6691,0.4572,0.279,0.4149,0.6084,1.7595,0.4522,0,0.6774,0,0,0,0,0.6774,0.4185,0.7138,0.0916,0.212,1.0174,0.0919,0.2612,0.5484,0.9738,1.7834,0.923,0.9093,0.9093,0.9093,6.147,0.5501,0.4244,0.4244,0.4244,0.6742,0.4736,0.7098,0.6524,0.8293,0.6335,0.2466,4.2194,0.659,0.4578,0.7305,0.5515,0.5938,2.3336,0.7674,0,0.8247,0.8247,0.4954,7.8021,0.657,0,1,0,1,0,2,0.4,0.67,8.02,0.34,33.61,0,55.34,0,0,0,0,17.96,15.5,13.67,0.6,62.08,60.43,100,23.6,39.5327,9.3,6.8,42.5,40.0913,9.3,9.6,15,25.5,13.3,2.1,0,2.6,26.5,12.4,6,17.5,10.6,0.1942,0.9292,0.3472,0.4854,0.8308
41,29,1301,1400000US41029001301,41029001301,13.01,Jackson,OR,Oregon,"Census Tract 13.01, Jackson County, Oregon",5465,448,13660,2.2077,0.882,1.6077,0.8868,0.4572,0.2694,0.3091,0.6401,1.6758,0.417,0,0.668,0,0.8398,0,0,1.5078,0.7549,0.7163,0.3708,0.4997,1.5868,0.5224,0.547,0.5348,0.9138,1.9956,0.9447,0.9093,0.9093,0.9093,7.6753,0.8417,0.4591,0.4591,0.4591,0.6905,0.7058,0.6286,0.2583,0.6008,0.4549,0.3484,3.6873,0.5444,0.5559,0.5316,0.9406,0.4935,2.5216,0.874,0.9311,0.9442,1.8753,0.9932,8.5433,0.766,0,1,0,1,1,3,0.6,0.67,7.96,0.27,34.38,0,52.62,0,25.63,0,0,17.44,50.35,9.13,45.77,58.93,9.01,100,26.3,40.5331,15.5,5.9,18.8,29.5062,6.4,12.3,16.6,22.5,23.3,1.3,25.5,9.2,29.8,11.9,6.5,16.9,12.4,0.3731,0.8966,0.4494,0.6853,0.7899
41,29,1302,1400000US41029001302,41029001302,13.02,Jackson,OR,Oregon,"Census Tract 13.02, Jackson County, Oregon",10648,686,3814,1.1377,0.4343,0.9377,0.4667,0.4572,0.2558,0.1099,0.58,1.4029,0.298,0,0.3128,0,0,0,0,0.3128,0.2322,0.8053,0.1685,0.5348,1.5086,0.4519,0.2652,0.3002,0,0.5654,0.1977,0.6338,0.6338,0.6338,4.4235,0.1742,0.5669,0.5669,0.5669,0.7272,0.7788,0.7175,0.1519,0.4954,0.4022,0.3782,3.6512,0.5368,0.5436,0.8139,0.6832,0.802,2.8427,0.9712,0.9594,0.5072,1.4666,0.8611,8.5274,0.7635,0,1,0,0,0,1,0.2,0.67,7.88,0.15,32.94,0,0.59,0,0,0,0,3.85,28.46,8.67,0.88,16.3,0,70.42,36,42.9646,18.5,6.9,13.7,26.0809,5.7,13.1,16.4,27.2,15.4,6.3,32,0.3,27,11.6,6.5,15.3,10.3,0.2186,0.8701,0.4494,0.4476,0.6465
41,29,1400,1400000US41029001400,41029001400,14,Jackson,OR,Oregon,"Census Tract 14, Jackson County, Oregon",11504,954,7789,0.7621,0.2166,0.3621,0.0806,0.4572,0.2263,0.078,0.533,1.2945,0.2566,0,0.2785,0,0,0,0,0.2785,0.2148,0.7031,0.1788,0.473,1.3549,0.3071,0.2593,0.2577,0,0.517,0.1732,0.6143,0.6143,0.6143,4.0592,0.1182,0.1953,0.1953,0.1953,0.3646,0.3964,0.1343,0.327,0.48,0.1896,0.4188,2.3107,0.2512,0.806,0.6182,0.4528,0,1.877,0.3854,0.795,0,0.795,0.4734,5.178,0.2439,0,1,1,0,0,2,0.4,0.67,7.71,0.13,31.85,0,0.01,0,0,0,0,20.46,29.85,9.56,0.48,10.56,0,66.81,9.6,23.4092,7.8,2.2,22.1,25.6428,3.2,14.2,21.4,23.7,11.9,0,10.4,0,28.7,11.3,7.5,14.3,10,0.3085,0.836,0.6866,0.4083,0.538
